paper_id,source_id
P00181,S00001
P00182,S00001
P00183,S00001
P00184,S00001
P00185,S00001
P00186,S00001
P00187,S00001
P00188,S00001
P00189,S00001
P00190,S00001
P00191,S00001
P00192,S00001
P00193,S00001
P00194,S00001
P00195,S00001
P00196,S00001
P00197,S00001
P00198,S00001
P00199,S00001
P00200,S00001
P00201,S00001
P00202,S00001
P00203,S00001
P00204,S00001
P00205,S00001
P00206,S00001
P00207,S00001
P00208,S00001
P00209,S00001
P00210,S00001
P00211,S00001
P00212,S00001
P00213,S00001
P00214,S00001
P00215,S00001
P00216,S00001
P00217,S00001
P00218,S00001
P00219,S00001
P00220,S00001
P00221,S00001
P00222,S00001
P00223,S00001
P00224,S00001
P00225,S00001
P00226,S00001
P00227,S00001
P00228,S00001
P00229,S00001
P00230,S00001
P00231,S00001
P00232,S00001
P00233,S00001
P00234,S00001
P00235,S00001
P00236,S00001
P00237,S00001
P00238,S00001
P00239,S00001
P00240,S00001
P00241,S00001
P00242,S00001
P00243,S00001
P00244,S00001
P00245,S00001
P00246,S00001
P00247,S00001
P00248,S00001
P00249,S00001
P00250,S00001
P00251,S00001
P00252,S00001
P00253,S00001
P00254,S00001
P00255,S00001
P00256,S00001
P00257,S00001
P00258,S00001
P00259,S00001
P00260,S00001
P00261,S00001
P00262,S00001
P00263,S00001
P00264,S00001
P00265,S00001
P00266,S00001
P00267,S00001
P00268,S00001
P00269,S00001
P00270,S00001
P00271,S00001
P00272,S00001
P00273,S00001
P00274,S00001
P00275,S00001
P00276,S00001
P00277,S00001
P00278,S00001
P00279,S00001
P00280,S00001
P00281,S00001
P00282,S00001
P00283,S00001
P00284,S00001
P00285,S00001
P00286,S00001
P00287,S00001
P00288,S00001
P00289,S00001
P00290,S00001
P00291,S00001
P00292,S00001
P00293,S00001
P00294,S00001
P00295,S00001
P00296,S00001
P00297,S00001
P00298,S00001
P00299,S00001
P00300,S00001
P00301,S00001
P00302,S00001
P00303,S00001
P00304,S00001
P00305,S00001
P00306,S00001
P00307,S00001
P00308,S00001
P00309,S00001
P00310,S00001
P00311,S00001
P00312,S00001
P00313,S00001
P00314,S00001
P00315,S00001
P00316,S00001
P00317,S00001
P00318,S00001
P00319,S00001
P00320,S00001
P00321,S00001
P00322,S00001
P00323,S00001
P00324,S00001
P00325,S00001
P00326,S00001
P00327,S00001
P00328,S00001
P00329,S00001
P00330,S00001
P00331,S00001
P00332,S00001
P00333,S00001
P00334,S00001
P00335,S00001
P00336,S00001
P00337,S00001
P00338,S00001
P00339,S00001
P00340,S00001
P00341,S00001
P00342,S00001
P00343,S00001
P00344,S00001
P00345,S00001
P00346,S00001
P00347,S00001
P00348,S00001
P00349,S00001
P00350,S00001
P00351,S00001
P00352,S00001
P00353,S00001
P00354,S00001
P00355,S00001
P00356,S00001
P00357,S00001
P00358,S00001
P00359,S00001
P00360,S00001
P00361,S00001
P00362,S00001
P00363,S00001
P00364,S00001
P00365,S00001
P00366,S00001
P00367,S00001
P00368,S00001
P00369,S00001
P00370,S00001
P00371,S00001
P00372,S00001
P00373,S00001
P00374,S00001
P00375,S00001
P00376,S00001
P00377,S00001
P00378,S00001
P00379,S00001
P00380,S00001
P00381,S00001
P00382,S00001
P00383,S00001
P00384,S00001
P00385,S00001
P00386,S00001
P00387,S00001
P00388,S00001
P00389,S00001
P00390,S00001
P00391,S00001
P00392,S00001
P00393,S00001
P00394,S00001
P00395,S00001
P00396,S00001
P00397,S00001
P00398,S00001
P00399,S00001
P00400,S00001
P00401,S00001
P00402,S00001
P00403,S00001
P00404,S00001
P00405,S00001
P00406,S00001
P00407,S00001
P00408,S00001
P00409,S00001
P00410,S00001
P00411,S00001
P00412,S00001
P00413,S00001
P00414,S00001
P00415,S00001
P00416,S00001
P00417,S00001
P00418,S00001
P00419,S00001
P00420,S00001
P00421,S00001
P00422,S00001
P00423,S00001
P00424,S00001
P00425,S00001
P00426,S00001
P00427,S00001
P00428,S00001
P00429,S00001
P00430,S00001
P00431,S00001
P00432,S00001
P00433,S00001
P00434,S00001
P00435,S00001
P00436,S00001
P00437,S00001
P00438,S00001
P00439,S00001
P00440,S00001
P00441,S00001
P00442,S00001
P00443,S00001
P00444,S00001
P00445,S00001
P00446,S00001
P00447,S00001
P00448,S00001
P00449,S00001
P00450,S00001
P00451,S00001
P00452,S00001
P00453,S00001
P00454,S00001
P00455,S00001
P00456,S00001
P00457,S00001
P00458,S00001
P00459,S00001
P00460,S00001
P00461,S00001
P00462,S00001
P00463,S00001
P00464,S00001
P00465,S00001
P00466,S00001
P00467,S00001
P00468,S00001
P00469,S00001
P00470,S00001
P00471,S00001
P00472,S00001
P00473,S00001
P00474,S00001
P00475,S00001
P00476,S00001
P00477,S00001
P00478,S00001
P00479,S00001
P00480,S00001
P00481,S00001
P00482,S00001
P00483,S00001
P00484,S00001
P00485,S00001
P00486,S00001
P00487,S00001
P00488,S00001
P00489,S00001
P00490,S00001
P00491,S00001
P00492,S00001
P00493,S00001
P00494,S00001
P00495,S00001
P00496,S00001
P00497,S00001
P00498,S00001
P00499,S00001
P00500,S00001
P00501,S00001
P00502,S00001
P00503,S00001
P00504,S00001
P00505,S00001
P00506,S00001
P00507,S00001
P00508,S00001
P00509,S00001
P00510,S00001
P00511,S00001
P00512,S00001
P00513,S00001
P00514,S00001
P00515,S00001
P00516,S00001
P00517,S00001
P00518,S00001
P00519,S00001
P00520,S00001
P00521,S00001
P00522,S00001
P00523,S00001
P00524,S00001
P00525,S00001
P00526,S00001
P00527,S00001
P00528,S00001
P00529,S00001
P00530,S00001
P00531,S00001
P00532,S00001
P00533,S00001
P00534,S00001
P00535,S00001
P00536,S00001
P00537,S00001
P00538,S00001
P00539,S00001
P00540,S00001
P00541,S00001
P00542,S00001
P00543,S00001
P00544,S00001
P00545,S00001
P00546,S00001
P00547,S00001
P00548,S00001
P00549,S00001
P00550,S00001
P00551,S00001
P00552,S00001
P00553,S00001
P00554,S00001
P00555,S00001
P00556,S00001
P00557,S00001
P00558,S00001
P00559,S00001
P00560,S00001
P00561,S00001
P00562,S00001
P00563,S00001
P00564,S00001
P00565,S00001
P00566,S00001
P00567,S00001
P00568,S00001
P00569,S00001
P00570,S00001
P00571,S00001
P00572,S00001
P00573,S00001
P00574,S00001
P00575,S00001
P00576,S00001
P00577,S00001
P00578,S00001
P00579,S00001
P00580,S00001
P00581,S00001
P00582,S00001
P00583,S00001
P00584,S00001
P00585,S00001
P00586,S00001
P00587,S00001
P00588,S00001
P00589,S00001
P00590,S00001
P00591,S00001
P00592,S00001
P00593,S00001
P00594,S00001
P00595,S00001
P00596,S00001
P00597,S00001
P00598,S00001
P00599,S00001
P00600,S00001
P00601,S00001
P00602,S00001
P00603,S00001
P00604,S00001
P00605,S00001
P00606,S00001
P00607,S00001
P00608,S00001
P00609,S00001
P00610,S00001
P00611,S00001
P00612,S00001
P00613,S00001
P00614,S00001
P00615,S00001
P00616,S00001
P00617,S00001
P00618,S00001
P00619,S00001
P00620,S00001
P00621,S00001
P00622,S00001
P00623,S00001
P00624,S00001
P00625,S00001
P00626,S00001
P00627,S00001
P00628,S00001
P00629,S00001
P00630,S00001
P00631,S00001
P00632,S00001
P00633,S00001
P00634,S00001
P00635,S00001
P00636,S00001
P00637,S00001
P00638,S00001
P00639,S00001
P00640,S00001
P00641,S00001
P00642,S00001
P00643,S00001
P00644,S00001
P00645,S00001
P00646,S00001
P00647,S00001
P00648,S00001
P00649,S00001
P00650,S00001
P00651,S00001
P00652,S00001
P00653,S00001
P00654,S00001
P00655,S00001
P00656,S00001
P00657,S00001
P00658,S00001
P00659,S00001
P00660,S00001
P00661,S00001
P00662,S00001
P00663,S00001
P00664,S00001
P00665,S00001
P00666,S00001
P00667,S00001
P00668,S00001
P00669,S00001
P00670,S00001
P00671,S00001
P00672,S00001
P00673,S00001
P00674,S00001
P00675,S00001
P00676,S00001
P00677,S00001
P00678,S00001
P00679,S00001
P00680,S00001
P00681,S00001
P00682,S00001
P00683,S00001
P00684,S00001
P00685,S00001
P00686,S00001
P00687,S00001
P00688,S00001
P00689,S00001
P00690,S00001
P00691,S00001
P00692,S00001
P00693,S00001
P00694,S00001
P00695,S00001
P00696,S00001
P00697,S00001
P00698,S00001
P00699,S00001
P00700,S00001
P00701,S00001
P00702,S00001
P00703,S00001
P00704,S00001
P00705,S00001
P00706,S00001
P00707,S00001
P00708,S00001
P00709,S00001
P00710,S00001
P00711,S00001
P00712,S00001
P00713,S00001
P00714,S00001
P00715,S00001
P00716,S00001
P00717,S00001
P00718,S00001
P00719,S00001
P00720,S00001
P00721,S00001
P00722,S00001
P00723,S00001
P00724,S00001
P00725,S00001
P00726,S00001
P00727,S00001
P00728,S00001
P00729,S00001
P00730,S00001
P00731,S00001
P00732,S00001
P00733,S00001
P00734,S00001
P00735,S00001
P00736,S00001
P00737,S00001
P00738,S00001
P00739,S00001
P00740,S00001
P00741,S00001
P00742,S00001
P00743,S00001
P00744,S00001
P00745,S00001
P00746,S00001
P00747,S00001
P00748,S00001
P00749,S00001
P00750,S00001
P00751,S00001
P00752,S00001
P00753,S00001
P00754,S00001
P00755,S00001
P00756,S00001
P00757,S00001
P00758,S00001
P00759,S00001
P00760,S00001
P00761,S00001
P00762,S00001
P00763,S00001
P00764,S00001
P00765,S00001
P00766,S00001
P00767,S00001
P00768,S00001
P00769,S00001
P00770,S00001
P00771,S00001
P00772,S00001
P00773,S00001
P00774,S00001
P00775,S00001
P00776,S00001
P00777,S00001
P00778,S00001
P00779,S00001
P00780,S00001
P00781,S00001
P00782,S00001
P00783,S00001
P00784,S00001
P00785,S00001
P00786,S00001
P00787,S00001
P00788,S00001
P00789,S00001
P00790,S00001
P00791,S00001
P00792,S00001
P00793,S00001
P00794,S00001
P00795,S00001
P00796,S00001
P00797,S00001
P00798,S00001
P00799,S00001
P00800,S00001
P00801,S00001
P00802,S00001
P00803,S00001
P00804,S00001
P00805,S00001
P00806,S00001
P00807,S00001
P00808,S00001
P00809,S00001
P00810,S00001
P00811,S00001
P00812,S00001
P00813,S00001
P00814,S00001
P00815,S00001
P00816,S00001
P00817,S00001
P00818,S00001
P00819,S00001
P00820,S00001
P00821,S00001
P00822,S00001
P00823,S00001
P00824,S00001
P00825,S00001
P00826,S00001
P00827,S00001
P00828,S00001
P00829,S00001
P00830,S00001
P00831,S00001
P00832,S00001
P00833,S00001
P00834,S00001
P00835,S00001
P00836,S00001
P00837,S00001
P00838,S00001
P00839,S00001
P00840,S00001
P00841,S00001
P00842,S00001
P00843,S00001
P00844,S00001
P00845,S00001
P00846,S00001
P00847,S00001
P00848,S00001
P00849,S00001
P00850,S00001
P00851,S00001
P00852,S00001
P00853,S00001
P00854,S00001
P00855,S00001
P00856,S00001
P00857,S00001
P00858,S00001
P00859,S00001
P00860,S00001
P00861,S00001
P00862,S00001
P00863,S00001
P00864,S00001
P00865,S00001
P00866,S00001
P00867,S00001
P00868,S00001
P00869,S00001
P00870,S00001
P00871,S00001
P00872,S00001
P00873,S00001
P00874,S00001
P00875,S00001
P00876,S00001
P00877,S00001
P00878,S00001
P00879,S00001
P00880,S00001
P00881,S00001
P00882,S00001
P00883,S00001
P00884,S00001
P00885,S00001
P00886,S00001
P00887,S00001
P00888,S00001
P00889,S00001
P00890,S00001
P00891,S00001
P00892,S00001
P00893,S00001
P00894,S00001
P00895,S00001
P00896,S00001
P00897,S00001
P00898,S00001
P00899,S00001
P00900,S00001
P00901,S00001
P00902,S00001
P00903,S00001
P00904,S00001
P00905,S00001
P00906,S00001
P00907,S00001
P00908,S00001
P00909,S00001
P00910,S00001
P00911,S00001
P00912,S00001
P00913,S00001
P00914,S00001
P00915,S00001
P00916,S00001
P00917,S00001
P00918,S00001
P00919,S00001
P00920,S00001
P00921,S00001
P00922,S00001
P00923,S00001
P00924,S00001
P00925,S00001
P00926,S00001
P00927,S00001
P00928,S00001
P00929,S00001
P00930,S00001
P00931,S00001
P00932,S00001
P00933,S00001
P00934,S00001
P00935,S00001
P00936,S00001
P00937,S00001
P00938,S00001
P00939,S00001
P00940,S00001
P00941,S00001
P00942,S00001
P00943,S00001
P00944,S00001
P00945,S00001
P00946,S00001
P00947,S00001
P00948,S00001
P00949,S00001
P00950,S00001
P00951,S00001
P00952,S00001
P00953,S00001
P00954,S00001
P00955,S00001
P00956,S00001
P00957,S00001
P00958,S00001
P00959,S00001
P00960,S00001
P00961,S00001
P00962,S00001
P00963,S00001
P00964,S00001
P00965,S00001
P00966,S00001
P00967,S00001
P00968,S00001
P00969,S00001
P00970,S00001
P00971,S00001
P00972,S00001
P00973,S00001
P00974,S00001
P00975,S00001
P00976,S00001
P00977,S00001
P00978,S00001
P00979,S00001
P00980,S00001
P00981,S00001
P00982,S00001
P00983,S00001
P00984,S00001
P00985,S00001
P00986,S00001
P00987,S00001
P00988,S00001
P00989,S00001
P00990,S00001
P00991,S00001
P00992,S00001
P00993,S00001
P00994,S00001
P00995,S00001
P00996,S00001
P00997,S00001
P00998,S00001
P00999,S00001
P01000,S00001
P01001,S00001
P01002,S00001
P01003,S00001
P01004,S00001
P01005,S00001
P01006,S00001
P01007,S00001
P01008,S00001
P01009,S00001
P01010,S00001
P01011,S00001
P01012,S00001
P01013,S00001
P01014,S00001
P01015,S00001
P01016,S00001
P01017,S00001
P01018,S00001
P01019,S00001
P01020,S00001
P01021,S00001
P01022,S00001
P01023,S00001
P01024,S00001
P01025,S00001
P01026,S00001
P01027,S00001
P01028,S00001
P01029,S00001
P01030,S00001
P01031,S00001
P01032,S00001
P01033,S00001
P01034,S00001
P01035,S00001
P01036,S00001
P01037,S00001
P01038,S00001
P01039,S00001
P01040,S00001
P01041,S00001
P01042,S00001
P01043,S00001
P01044,S00001
P01045,S00001
P01046,S00001
P01047,S00001
P01048,S00001
P01049,S00001
P01050,S00001
P01051,S00001
P01052,S00001
P01053,S00001
P01054,S00001
P01055,S00001
P01056,S00001
P01057,S00001
P01058,S00001
P01059,S00001
P01060,S00001
P01061,S00001
P01062,S00001
P01063,S00001
P01064,S00001
P01065,S00001
P01066,S00001
P01067,S00001
P01068,S00001
P01069,S00001
P01070,S00001
P01071,S00001
P01072,S00001
P01073,S00001
P01074,S00001
P01075,S00001
P01076,S00001
P01077,S00001
P01078,S00001
P01079,S00001
P01080,S00001
P01081,S00001
P01082,S00001
P01083,S00001
P01084,S00001
P01085,S00001
P01086,S00001
P01087,S00001
P01088,S00001
P01089,S00001
P01090,S00001
P01091,S00001
P01092,S00001
P01093,S00001
P01094,S00001
P01095,S00001
P01096,S00001
P01097,S00001
P01098,S00001
P01099,S00001
P01100,S00001
P01101,S00001
P01102,S00001
P01103,S00001
P01104,S00001
P01105,S00001
P01106,S00001
P01107,S00001
P01108,S00001
P01109,S00001
P01110,S00001
P01111,S00001
P01112,S00001
P01113,S00001
P01114,S00001
P01115,S00001
P01116,S00001
P01117,S00001
P01118,S00001
P01119,S00001
P01120,S00001
P01121,S00001
P01122,S00001
P01123,S00001
P01124,S00001
P01125,S00001
P01126,S00001
P01127,S00001
P01128,S00001
P01129,S00001
P01130,S00001
P01131,S00001
P01132,S00001
P01133,S00001
P01134,S00001
P01135,S00001
P01136,S00001
P01137,S00001
P01138,S00001
P01139,S00001
P01140,S00001
P01141,S00001
P01142,S00001
P01143,S00001
P01144,S00001
P01145,S00001
P01146,S00001
P01147,S00001
P01148,S00001
P01149,S00001
P01150,S00001
P01151,S00001
P01152,S00001
P01153,S00001
P01154,S00001
P01155,S00001
P01156,S00001
P01157,S00001
P01158,S00001
P01159,S00001
P01160,S00001
P01161,S00001
P01162,S00001
P01163,S00001
P01164,S00001
P01165,S00001
P01166,S00001
P01167,S00001
P01168,S00001
P01169,S00001
P01170,S00001
P01171,S00001
P01172,S00001
P01173,S00001
P01174,S00001
P01175,S00001
P01176,S00001
P01177,S00001
P01178,S00001
P01179,S00001
P01180,S00001
P01181,S00001
P01182,S00001
P01183,S00001
P01184,S00001
P01185,S00001
P01186,S00001
P01187,S00001
P01188,S00001
P01189,S00001
P01190,S00001
P01191,S00001
P01192,S00001
P01193,S00001
P01194,S00001
P01195,S00001
P01196,S00001
P01197,S00001
P01198,S00001
P01199,S00001
P01200,S00001
P01201,S00001
P01202,S00001
P01203,S00001
P01204,S00001
P01205,S00001
P01206,S00001
P01207,S00001
P01208,S00001
P01209,S00001
P01210,S00001
P01211,S00001
P01212,S00001
P01213,S00001
P01214,S00001
P01215,S00001
P01216,S00001
P01217,S00001
P01218,S00001
P01219,S00001
P01220,S00001
P01221,S00001
P01222,S00001
P01223,S00001
P01224,S00001
P01225,S00001
P01226,S00001
P01227,S00001
P01228,S00001
P01229,S00001
P01230,S00001
P01231,S00001
P01232,S00001
P01233,S00001
P01234,S00001
P01235,S00001
P01236,S00001
P01237,S00001
P01238,S00001
P01239,S00001
P01240,S00001
P01241,S00001
P01242,S00001
P01243,S00001
P01244,S00001
P01245,S00001
P01246,S00001
P01247,S00001
P01248,S00001
P01249,S00001
P01250,S00001
P01251,S00001
P01252,S00001
P01253,S00001
P01254,S00001
P01255,S00001
P01256,S00001
P01257,S00001
P01258,S00001
P01259,S00001
P01260,S00001
P01261,S00001
P01262,S00001
P01263,S00001
P01264,S00001
P01265,S00001
P01266,S00001
P01267,S00001
P01268,S00001
P01269,S00001
P01270,S00001
P01271,S00001
P01272,S00001
P01273,S00001
P01274,S00001
P01275,S00001
P01276,S00001
P01277,S00001
P01278,S00001
P01279,S00001
P01280,S00001
P01281,S00001
P01282,S00001
P01283,S00001
P01284,S00001
P01285,S00001
P01286,S00001
P01287,S00001
P01288,S00001
P01289,S00001
P01290,S00001
P01291,S00001
P01292,S00001
P01293,S00001
P01294,S00001
P01295,S00001
P01296,S00001
P01297,S00001
P01298,S00001
P01299,S00001
P01300,S00001
P01301,S00001
P01302,S00001
P01303,S00001
P01304,S00001
P01305,S00001
P01306,S00001
P01307,S00001
P01308,S00001
P01309,S00001
P01310,S00001
P01311,S00001
P01312,S00001
P01313,S00001
P01314,S00001
P01315,S00001
P01316,S00001
P01317,S00001
P01318,S00001
P01319,S00001
P01320,S00001
P01321,S00001
P01322,S00001
P01323,S00001
P01324,S00001
P01325,S00001
P01326,S00001
P01327,S00001
P01328,S00001
P01329,S00001
P01330,S00001
P01331,S00001
P01332,S00001
P01333,S00001
P01334,S00001
P01335,S00001
P01336,S00001
P01337,S00001
P01338,S00001
P01339,S00001
P01340,S00001
P01341,S00001
P01342,S00001
P01343,S00001
P01344,S00001
P01345,S00001
P01346,S00001
P01347,S00001
P01348,S00001
P01349,S00001
P01350,S00001
P01351,S00001
P01352,S00001
P01353,S00001
P01354,S00001
P01355,S00001
P01356,S00001
P01357,S00001
P01358,S00001
P01359,S00001
P01360,S00001
P01361,S00001
P01362,S00001
P01363,S00001
P01364,S00001
P01365,S00001
P01366,S00001
P01367,S00001
P01368,S00001
P01369,S00001
P01370,S00001
P01371,S00001
P01372,S00001
P01373,S00001
P01374,S00001
P01375,S00001
P01376,S00001
P01377,S00001
P01378,S00001
P01379,S00001
P01380,S00001
P01381,S00001
P01382,S00001
P01383,S00001
P01384,S00001
P01385,S00001
P01386,S00001
P01387,S00001
P01388,S00001
P01389,S00001
P01390,S00001
P01391,S00001
P01392,S00001
P01393,S00001
P01394,S00001
P01395,S00001
P01396,S00001
P01397,S00001
P01398,S00001
P01399,S00001
P01400,S00001
P01401,S00001
P01402,S00001
P01403,S00001
P01404,S00001
P01405,S00001
P01406,S00001
P01407,S00001
P01408,S00001
P01409,S00001
P01410,S00001
P01411,S00001
P01412,S00001
P01413,S00001
P01414,S00001
P01415,S00001
P01416,S00001
P01417,S00001
P01418,S00001
P01419,S00001
P01420,S00001
P01421,S00001
P01422,S00001
P01423,S00001
P01424,S00001
P01425,S00001
P01426,S00001
P01427,S00001
P01428,S00001
P01429,S00001
P01430,S00001
P01431,S00001
P01432,S00001
P01433,S00001
P01434,S00001
P01435,S00001
P01436,S00001
P01437,S00001
P01438,S00001
P01439,S00001
P01440,S00001
P01441,S00001
P01442,S00001
P01443,S00001
P01444,S00001
P01445,S00001
P01446,S00001
P01447,S00001
P01448,S00001
P01449,S00001
P01450,S00001
P01451,S00001
P01452,S00001
P01453,S00001
P01454,S00001
P01455,S00001
P01456,S00001
P01457,S00001
P01458,S00001
P01459,S00001
P01460,S00001
P01461,S00001
P01462,S00001
P01463,S00001
P01464,S00001
P01465,S00001
P01466,S00001
P01467,S00001
P01468,S00001
P01469,S00001
P01470,S00001
P01471,S00001
P01472,S00001
P01473,S00001
P01474,S00001
P01475,S00001
P01476,S00001
P01477,S00001
P01478,S00001
P01479,S00001
P01480,S00001
P01481,S00001
P01482,S00001
P01483,S00001
P01484,S00001
P01485,S00001
P01486,S00001
P01487,S00001
P01488,S00001
P01489,S00001
P01490,S00001
P01491,S00001
P01492,S00001
P01493,S00001
P01494,S00001
P01495,S00001
P01496,S00001
P01497,S00001
P01498,S00001
P01499,S00001
P01500,S00001
P01501,S00001
P01502,S00001
P01503,S00001
P01504,S00001
P01505,S00001
P01506,S00001
P01507,S00001
P01508,S00001
P01509,S00001
P01510,S00001
P01511,S00001
P01512,S00001
P01513,S00001
P01514,S00001
P01515,S00001
P01516,S00001
P01517,S00001
P01518,S00001
P01519,S00001
P01520,S00001
P01521,S00001
P01522,S00001
P01523,S00001
P01524,S00001
P01525,S00001
P01526,S00001
P01527,S00001
P01528,S00001
P01529,S00001
P01530,S00001
P01531,S00001
P01532,S00001
P01533,S00001
P01534,S00001
P01535,S00001
P01536,S00001
P01537,S00001
P01538,S00001
P01539,S00001
P01540,S00001
P01541,S00001
P01542,S00001
P01543,S00001
P01544,S00001
P01545,S00001
P01546,S00001
P01547,S00001
P01548,S00001
P01549,S00001
P01550,S00001
P01551,S00001
P01552,S00001
P01553,S00001
P01554,S00001
P01555,S00001
P01556,S00001
P01557,S00001
P01558,S00001
P01559,S00001
P01560,S00001
P01561,S00001
P01562,S00001
P01563,S00001
P01564,S00001
P01565,S00001
P01566,S00001
P01567,S00001
P01568,S00001
P01569,S00001
P01570,S00001
P01571,S00001
P01572,S00001
P01573,S00001
P01574,S00001
P01575,S00001
P01576,S00001
P01577,S00001
P01578,S00001
P01579,S00001
P01580,S00001
P01581,S00001
P01582,S00001
P01583,S00001
P01584,S00001
P01585,S00001
P01586,S00001
P01587,S00001
P01588,S00001
P01589,S00001
P01590,S00001
P01591,S00001
P01592,S00001
P01593,S00001
P01594,S00001
P01595,S00001
P01596,S00001
P01597,S00001
P01598,S00001
P01599,S00001
P01600,S00001
P01601,S00001
P01602,S00001
P01603,S00001
P01604,S00001
P01605,S00001
P01606,S00001
P01607,S00001
P01608,S00001
P01609,S00001
P01610,S00001
P01611,S00001
P01612,S00001
P01613,S00001
P01614,S00001
P01615,S00001
P01616,S00001
P01617,S00001
P01618,S00001
P01619,S00001
P01620,S00001
P01621,S00001
P01622,S00001
P01623,S00001
P01624,S00001
P01625,S00001
P01626,S00001
P01627,S00001
P01628,S00001
P01629,S00001
P01630,S00001
P01631,S00001
P01632,S00001
P01633,S00001
P01634,S00001
P01635,S00001
P01636,S00001
P01637,S00001
P01638,S00001
P01639,S00001
P01640,S00001
P01641,S00001
P01642,S00001
P01643,S00001
P01644,S00001
P01645,S00001
P01646,S00001
P01647,S00001
P01648,S00001
P01649,S00001
P01650,S00001
P01651,S00001
P01652,S00001
P01653,S00001
P01654,S00001
P01655,S00001
P01656,S00001
P01657,S00001
P01658,S00001
P01659,S00001
P01660,S00001
P01661,S00001
P01662,S00001
P01663,S00001
P01664,S00001
P01665,S00001
P01666,S00001
P01667,S00001
P01668,S00001
P01669,S00001
P01670,S00001
P01671,S00001
P01672,S00001
P01673,S00001
P01674,S00001
P01675,S00001
P01676,S00001
P01677,S00001
P01678,S00001
P01679,S00001
P01680,S00001
P01681,S00001
P01682,S00001
P01683,S00001
P01684,S00001
P01685,S00001
P01686,S00001
P01687,S00001
P01688,S00001
P01689,S00001
P01690,S00001
P01691,S00001
P01692,S00001
P01693,S00001
P01694,S00001
P01695,S00001
P01696,S00001
P01697,S00001
P01698,S00001
P01699,S00001
P01700,S00001
P01701,S00001
P01702,S00001
P01703,S00001
P01704,S00001
P01705,S00001
P01706,S00001
P01707,S00001
P01708,S00001
P01709,S00001
P01710,S00001
P01711,S00001
P01712,S00001
P01713,S00001
P01714,S00001
P01715,S00001
P01716,S00001
P01717,S00001
P01718,S00001
P01719,S00001
P01720,S00001
P01721,S00001
P01722,S00001
P01723,S00001
P01724,S00001
P01725,S00001
P01726,S00001
P01727,S00001
P01728,S00001
P01729,S00001
P01730,S00001
P01731,S00001
P01732,S00001
P01733,S00001
P01734,S00001
P01735,S00001
P01736,S00001
P01737,S00001
P01738,S00001
P01739,S00001
P01740,S00001
P01741,S00001
P01742,S00001
P01743,S00001
P01744,S00001
P01745,S00001
P01746,S00001
P01747,S00001
